Slide #,Slide Mount Date,Subject,Slide Mount Notation,Scanned
4528,Apr-83,,,X
4529,Apr-83,,,X
4530,,,weeping cherry    postcard,X
4531,Apr-83,,,X
4532,Apr-83,,,X
4533,Apr-83,,,X
4534,Apr-83,,,X
4535,Jun-83,,,X
4536,Apr-83,,,X
4537,Apr-83,,,X
4538,Apr-83,,,X
4539,Apr-83,,,X
4540,Jun-83,,,X
4541,Jun-83,,,X
4542,Jun-83,,,X
4543,Jun-83,,,X
4544,Jun-83,,airplane magazine,X
4545,Jun-83,,,X
4546,Jun-83,,,X
4547,Jun-83,,,X
4548,Jun-83,,,X
4549,Jun-83,,,X
4550,Jun-83,,,X
4551,Jun-83,,,X
4552,Jun-83,,,X
4553,Jun-83,,,X
4554,Jun-83,,,X
4555,Jun-83,,original postcard,X
4556,Jun-83,,postcard,X
4557,Jun-83,,Seattle,X
4558,Jun-83,,Seattle,X
4559,Jun-83,,Seattle,X
4560,Jun-83,,Seattle,X
4561,Jun-83,,,X
4562,Jun-83,,,X
4563,Jun-83,,lower pond,X
4564,Jun-83,,,X
4565,Jun-83,,,X
4566,,,have internegative     postcard,X
4567,Jul-83,,,X
4568,Jul-83,,,X
4569,Jul-83,,Japanese iris in lower pond,X
4570,Jul-83,,postcard ?,X
4571,Jul-83,,,X
4572,Jul-83,,,X
4573,Jul-83,,"15 1/2 """,X
4574,Jul-83,,,X
4575,Jul-83,,,X
4576,Jul-83,,,X
4577,Jul-83,,,X
4578,Jul-83,,,X
4579,Jul-83,,,X
4580,Jul-83,,,X
4581,Jul-83,ikebana,,X
4582,Jul-83,ikebana,,X
4583,Jul-83,ikebana,,X
4584,Jul-83,ikebana Ohara school,,X
4585,Jul-83,ikebana,,X
4586,Jul-83,ikebana,,X
4587,Jul-83,ikebana Sogetsu school,,X
4588,Jul-83,ikebana,,X
4589,Jul-83,ikebana,,X
4590,Jul-83,ikebana Saga Shisko,,X
4591,Jul-83,ikebana,,X
4592,Jul-83,ikebana,,X
4593,Jul-83,ikebana Sogetsu school,,X
4594,Jul-83,ikebana,,X
4595,Jul-83,ikebana,,X
4596,Jul-83,ikebana,,X
4597,Jul-83,ikebana,,X
4598,Jul-83,ikebana,,X
4599,Sep-83,flat garden,,X
4600,Sep-83,ikebana,,X
4601,Sep-83,,,X
4602,Sep-83,,,X
4603,Sep-83,,,X
4604,Sep-83,,,X
4605,Sep-83,,,X
4606,Sep-83,,in folder,X
4607,Sep-83,,,X
4608,Sep-83,,,X
4609,Sep-83,,,X
4610,Sep-83,,,X
4611,Sep-83,,,X
4612,Sep-83,,,X
4613,Sep-83,,,X
4614,Sep-83,,,X
4615,Sep-83,,,X
4616,Sep-83,,,X
4617,Jun-83,,,X
4618,Jun-83,,,X
4619,Jun-83,,,X
4620,Jun-83,,,X
4621,Jun-83,,,X
4622,Jun-83,,,X
4623,Jun-83,,,X
4624,Jun-83,,25 & 26 picture of kids,X
4625,Jun-83,,,X
4626,Jun-83,,,X
4627,Jun-83,,,X
4628,Jun-83,,,X
4629,Jun-83,,,X
4630,Jun-83,,,X
4631,Jun-83,,,X
4632,Jun-83,,,X
